"code","name","Ölçü Br1   ","Ölçü Br2   ","Pay-1   ","Payda-1   ","Ölçü Br3   ","Pay-2   ","Payda-2   ","price","Alış Fiyatı-1   "
"KIRT-102010","SÜNGER ZIMPARA 180 KUM","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-102011","SÜNGER ZIMPARA 220 KUÖ","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-1021","20*15 SAPLI MOP ZIMPARA","AD","","1","1","","1","1","0.84","0.00000"
"KIRT-1022","TRAFİK SETİ","AD","","1","1","","1","1","530.00","0.00000"
"KIRT-1023","65 W TASARRUFLU AMPUL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1024","SDS MAX KESKİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1025","DHT LOKMA UÇLU TORNAVİDA SETİ 5 Lİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1026","DHT ZIMBA TAKIMI 6 LI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1027","40*20 SAPLI MOP ZIMPARA","AD","","1","1","","1","1","0.87","0.00000"
"KIRT-1028","100 LÜK ÇANAK TAŞ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1029","200 AXU FİMER KAYNAK MAK.","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1030","1.2X1000 TİG TELİ PASLANMAZ 308L","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-103050","M12 DİŞ TAMİR TAKIMI","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-1031","POLİSAJ SETİ 105 PARÇA TK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1032","GEKA SG2 3,2X1000 TİG TELİ","KG","","1","1","","1","1","0.00","0.00000"
"KIRT-1033","2,4X1000 TİG TELİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1034","686 ZZ RULMAN","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1035","ÇENE BAĞI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1036","DUBALI UYARI LEVHASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1037","30X30 KAYNAKLI MENTEŞE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1038","DELİNATÖR BAŞLIĞI","AD","","1","1","","1","1","15.60","0.00000"
"KIRT-1039","PELİGOM YAPIŞTIRICI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1040","FLAMALI ÇADIR BAYRAK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1041","75X100 TERMAL BARKOT ETİKETİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1042","1,0X1000 MM TİG TELİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1043","POLYEMİD KABLO KANAL TEKERİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1044","7X40 PİTON VİDA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1045","VİLEDA SETİ","AD","","1","1","","1","1","260.00","0.00000"
"KIRT-1046","BORYAĞ HORTUMU 3/8","AD","","1","1","","1","1","69.00","0.00000"
"KIRT-1047","BORYAĞ HORTUMU 1/4","AD","","1","1","","1","1","49.00","0.00000"
"KIRT-1048","OSAKA OPT P120 KALIPÇI TAŞLAMA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1049","ZENWELD ULTIMATE 250 AH SİNERJİK MIG/MAG GAZALTI KAYNAK MAKİNESİ 220 V","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1050","38 LİK MAVİ BANT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-105010","DCMT11T304-HMP SERT MADEN UÇ","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-105031","DNMG150608-MP  SERT MADEN UÇ","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-1051","NANOGRİP ANAHTAR SETİ 2 Lİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1052","NAVİGATÖR A4 FOTOKOPİ KAĞIDI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1053","DHT 17 MM CIRCIR KOMBİNE ANAHTAR","AD","","1","1","","1","1","233.00","0.00000"
"KIRT-105312","6 TON 5 METRE POLYESTER SAPAN","AD","AD","1","1","","1","1","37.85","0.00000"
"KIRT-1054","DHT 19 MM CIRCIR KOMBİNE ANAHTAR","AD","","1","1","","1","1","252.00","0.00000"
"KIRT-1055","10 MM ALLEN LOKMA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1056","6 LI KLEMENS TORNAVİDA SETİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1057","42 PARÇA BİTS SETİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1058","İZELTAŞ 260 MM PERÇİN TABANCASI","AD","","1","1","","1","1","639.25","0.00000"
"KIRT-1059","9,5 MM RİNGLİ KELEPÇE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1060","İZELTAŞ 14 LÜ 3/4 LOKMA TAKIMI","AD","","1","1","","1","1","7535.50","0.00000"
"KIRT-1061","150X20X20 NK ZIMPARA TAŞI","AD","","1","1","","1","1","224.10","0.00000"
"KIRT-1062","175X20X20 SC ZIMPARA TAŞI","AD","","1","1","","1","1","318.84","0.00000"
"KIRT-1063","200X20X20 NK ZIMPARA TAŞI","AD","","1","1","","1","1","382.78","0.00000"
"KIRT-1064","200X20X20 SC ZIMPARA TAŞI","AD","","1","1","","1","1","393.65","0.00000"
"KIRT-1065","308 3,2X1000 TIG TELİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1066","HP 600 YAZICI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1067","AĞAÇ TÖRPÜSÜ KALIN 10''","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1068","MUHTELİF BOYA MALZEMELERİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1069","YER IZGARALARI VE MALZEMELERİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1070","ÇELİK BURUNLU ÇİZME","AD","","1","1","","1","1","280.00","0.00000"
"KIRT-1072","ATF DİREKSİYON YAĞI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1073","YER MUŞAMBASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1075","ŞAPKALI GÖNYE 200*150","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1076","TELEFİX METRE 5 MT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1077","ORİNG","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1078","KAYNAK MAŞASI PABUCU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1079","CROWN ZIMPARA MAKİNASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1080","TAŞYÜNÜ ARA BÖLME LEVHA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1081","ÇEKMECE RAYI 50 MM AĞIR TİP","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1082","RASPA TK","AD","","1","1","","1","1","315.00","0.00000"
"KIRT-1083","80*120 YAZI TAHTASI AYAKLI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1084","AYAKLI YAZI TAHTASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1085","RAKET SETİ İKİLİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1086","8 GB USB BELLEK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1087","40X40 MÜDAHALE KAPAĞI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1088","50X50 MÜDAHALE KAPAĞI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1089","DN 100 KLİNGRİT CONTA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1090","400*200 ŞAPKALI GÖNYE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1091","HOTMİL ISIYA DAYANIKLI ELDİVEN","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1092","KLEMP 841/2","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1093","31.5X90 DERECE HAVŞA MATKABI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1094","SOĞUK ASFALT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1095","KONDAKTÖR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1096","AKÜ TAKVİYE KABLOSU TK","AD","","1","1","","1","1","145.00","0.00000"
"KIRT-1097","MASURA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1098","DÖKÜM IZGARA 20*50","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1099","0,5 ÇEKME YAY","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1100","ŞERİT KELEPÇE KLİPSİ","AD","","1","1","","1","1","12.50","0.00000"
"KIRT-1101","BULAŞIK FIRÇASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1102","DİJİTAL MULTİMETRE ZT-120","AD","","1","1","","1","1","357.50","0.00000"
"KIRT-1103","TAŞIMA ARABASI KATLANABİLİR BİGLİFT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1104","KNİPEX 250 MM YANKESKİ AĞIR TİP","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1105","AYARLI DENGE MAKARASI","AD","","1","1","","1","1","106.00","0.00000"
"KIRT-110530","4-MORS DÖNER PUNTA","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-1106","RABİS TELİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1107","DM1 DOLAP","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1108","OSAKA OPT 650A 1/2 CIRCIR MOTORU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1109","POTENZA 200 A KAYNAK MAKİNASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1110","REXOİL TİTANİUM 30","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1111","45X1000 POLYAMİD ÇUBUK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1112","KASA MENTEŞESİ 5 CM","AD","","1","1","","1","1","34.20","0.00000"
"KIRT-1113","55X500 MM POLYAMİD ÇUBUK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1114","PLASTİK ÇATAL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1115","150 MM ZIMPARA MOTORU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1116","50 CM RAGLE DEKOR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1118","2675 KARTUŞ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1119","2 MM TORNA KALEMİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1120","TTER 2020-2T17 KATER","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-112088","308 0,8X1000 TİG TELİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1121","ODE STAR FLEX BORU İZOLE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1122","SPEEDOL KIZAK YAĞI 68","AD","","1","1","","1","1","1277.97","0.00000"
"KIRT-1123","195X65X15 PATİNAJ ZİNCİRİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1124","HİDROLİK YAĞI 46 VARİL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1125","1510/23-30 TRAPEZ YÜK.DESTEK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1126","1510/40-60 TRAPEZ YÜK.DESTEK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1127","308 2,4X1000 TİG TELİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1128","BUZ KAZIYACAĞI","AD","","1","1","","1","1","28.60","0.00000"
"KIRT-1129","10*20 SAPLI TAŞ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1130","3000 KG TRANSPALET","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1131","25X25 ÇİFT TARAFLI BANT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1132","IRGAT 800 KG","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1133","KAPI SÜNGERİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-11330","3 MORS DÖNER PUNTA","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-1134","3X80 PİM ZIMBA","AD","","1","1","","1","1","148.75","0.00000"
"KIRT-1135","30*30 SAPLI MOP ZIMPARA","AD","","1","1","","1","1","0.86","0.00000"
"KIRT-1136","M20X100 160 LIK KROM TEZ.TAMPONU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1137","ŞERİT KELEPÇE","AD","","1","1","","1","1","20.70","0.00000"
"KIRT-1138","ÇİVİLİ DÜBEL 7 MM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1139","1/2NA14,5MM SELENOİD VALF","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1140","10/40 MOTOR YAĞI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1141","3/8 6 MM PNOMATİK REKOR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1142","3/8 8 MM PNOMATİK REKOR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1143","3/8 10 MM PNOMATİK REKOR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1144","3/8 12 MM PNOMATİK REKOR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1145","6 MM PNOMATİK TE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1146","8 MM PNOMATİK TE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1147","10 MM PNOMATİK TE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1148","12 MM PNOMATİK TE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1149","MAKARON 4,80","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1150","MAKARON 10,0","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1151","M14 PAFTA KOLU","AD","","1","1","","1","1","9.30","0.00000"
"KIRT-1153","80X120 AÇI ÖLÇER","AD","","1","1","","1","1","12.20","0.00000"
"KIRT-1154","VİPTEK 180 KOMBİNE PENSE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1155","VİPTEK 140 YANKESKİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1157","20 CM MANYETİK SU TERAZİSİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1158","BASKI BEDELİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1159","CİTOFENTİ Nİ 2,5","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1161","ŞARZLI EL FENERİ KM-1101","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1162","ŞARZLI METAL EL FENERİ KM-88","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1163","21X100 PİTON","AD","","1","1","","1","1","1.70","0.00000"
"KIRT-1164","20X80 PİTON","AD","","1","1","","1","1","1.30","0.00000"
"KIRT-1165","30*15 SAPLI MOP ZIMPARA","AD","","1","1","","1","1","0.76","0.00000"
"KIRT-1166","80*30 SAPLI MOP ZIMPARA","AD","","1","1","","1","1","2.26","0.00000"
"KIRT-1167","MAKİNE PEDALI(1NK+1NA)","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1168","50*30 SAPLI MOP ZIMPARA","AD","","1","1","","1","1","1.32","0.00000"
"KIRT-1169","60*30 SAPLI MOP ZIMPARA","AD","","1","1","","1","1","1.60","0.00000"
"KIRT-1170","OTO YIKAMA MAKİNASI 1800 W 150 BAR SPECCO","AD","","1","1","","1","1","5500.00","0.00000"
"KIRT-1171","LED PROJEKTÖR 30W","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1172","25 MM BAKIR ÇUBUK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1173","DİŞLİ TARAĞI INCH","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1174","PLASTİK HORTUM TABANCASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1175","1/8-6X6 S.SIKMALI DÜZ REKOR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1176","DEKOR ELASTİK HARÇ KOVASI 15 LT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1177","M20 AÇIK GRİ BORU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1178","M20 AÇIK GRİ KELEPÇE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1179","M20 AÇIK GRİ DİRSEK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1180","M20 AÇIK GRİ MUF","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1181","TAŞLAMA SIVISI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1182","2-001 DCMT 11 KNUX ALTLIK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1183","PT-5105 KAFA LAMBASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1184","MEGA PANTER İNCE PİL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1185","OSA 1010 MİNİ REGÜLATÖR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1186","19X70 PİTON","AD","","1","1","","1","1","1.10","0.00000"
"KIRT-1187","22X130 PİTON","AD","","1","1","","1","1","2.20","0.00000"
"KIRT-1188","23X150 PİTON","AD","","1","1","","1","1","2.80","0.00000"
"KIRT-11881","24X175 PİTON","AD","","1","1","","1","1","3.20","0.00000"
"KIRT-11882","24X200 PİTON","AD","","1","1","","1","1","4.30","0.00000"
"KIRT-1189","165 ES KÜÇÜK KANCA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1190","166 ES BÜYÜK KANCA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1191","PANFİX 12*66 PARA BANTI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1193","1/8-6MM HIZ AYAR REKORU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1194","OPT-P 501 MİKRO KALIPÇI TAŞLAMA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1195","OSAKA OSA 1025 YAĞLAYICI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1196","M10 PROFİL MENGENESİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1197","2553 TAKIM ARABASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1198","3/4 KOMRÖSÖR HORTUMU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1199","3/4 TE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1200","10 MM TERMO HAVA HORTUMU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1201","10 MM PNOMATİK HORTUM","MT","MT","1","1","","1","1","0.00","0.00000"
"KIRT-1202","8 MM PNOMATİK HORTUM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1203","1/2 KAYNAKLI DİRSEK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1204","14 MM PNOMATİK HORTUM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1205","12 MM PNOMATİK HORTUM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1206","1/2* 6 MM TE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1207","3X100 ZIMBA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1208","7X100 ZIMBA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1209","20X76 KALIP YAYI SARI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1210","5X100 ZIMBA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1211","KARBON KESME PENSESİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1212","10X10X100 FİBER","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1213","80 NUMARA ŞANZUMAN YAĞI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1214","1'' 8MM PNOMATİK REDİKSİYON","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1215","3/8 13 MM PNÖMATİK REKOR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1216","3/8 HİDROLİK EK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1217","200X25X20 NK TAŞLAMA TAŞI","AD","","1","1","","1","1","463.25","0.00000"
"KIRT-1218","DOĞALGAZ MACUNU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1219","40 CM MARANGOZ GÖNYE","AD","","1","1","","1","1","81.22","0.00000"
"KIRT-1220","TRANSPALET YAĞI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1221","2,9X6,5 SAÇ VİDASI","AD","","1","1","","1","1","0.20","0.00000"
"KIRT-1222","MAKİTA A-87242 DAİRE TESTERE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1223","150 LİK AVADANLIK","AD","","1","1","","1","1","17.00","0.00000"
"KIRT-1224","KAPUT KİLİDİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1225","AD-BLUE YAĞ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1226","OSAKA OPT 315 EĞE MOTORU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1227","150 MM ÇELİK CETVEL PASLANMAZ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1228","50*70 KABLO BAĞLANTI TK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1229","50 CM ÇELİK CETVEL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1230","M16X12 MM GİRDİ ÇIKMAZ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1231","1/2-20 HORTUM NOZULU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1232","400X600X440 PLASTİK KASA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1233","350X410X200 PLASTİK KASA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1234","100X120 PLASTİK PALET","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1235","ÇİROZ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1236","4SDM100 1HP SÜRTME FANLI DALGIÇ POMPA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1237","1'' HORTUM EKİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1238","OSAKA OPT-P122S5 KALIPÇI TAŞLAMA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1239","5 MM FİRKETE","AD","","1","1","","1","1","6.98","0.00000"
"KIRT-12391","6 MM FİRKETE","AD","","1","1","","1","1","8.53","0.00000"
"KIRT-1240","150 LİK TAŞ MOTORU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1241","100X100X19 MM P100 KOMBİNE ZIMPARA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1242","NO: 2 ŞAŞULA KÜREĞİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1243","NO:3 ŞAŞULA KÜREĞİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1244","NO: 4 ŞAŞULA KÜREĞİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1245","KALEKİM DERZ DOLGU BEYAZ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1246","KALKİM DERZ DOLGU SİYAH","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1247","ÇAPA SAPI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1248","UVEX 7700 PLM ELDİVEN","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1249","AYAKLI POMPA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1250","KUĞU EVYE BATARYA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1251","KLOZET KAPAĞI LÜX","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1252","KÖPÜK TABANCASI","AD","","1","1","","1","1","215.80","0.00000"
"KIRT-1253","ERBA ÇELİK KÜREK","AD","","1","1","","1","1","60.00","0.00000"
"KIRT-1254","ÇATAL ÇAPA YAPARLAR","AD","","1","1","","1","1","107.35","0.00000"
"KIRT-125403","2 BACAKLI SAPAN","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-125404","4 BACAKLI ZİNCİR SAPAN","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1255","A3 LAMİNASYON","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1256","200X25X20 SC ZIMPARA TAŞI","AD","","1","1","","1","1","469.35","0.00000"
"KIRT-1257","BALYA İPİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1258","KALEM FIRÇA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1259","NO:2 YANMAZ SIRA KLEMENSİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1260","13 MM ELMAS M.UCU KEIL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1261","SPA3 KULAKLIK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1262","İNTER LAGOS KORUYUCU KULAKLIK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1263","BİSON MONTAJKIT YAPIŞTIRICI 350 GR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1264","ZENWELD 221 ULTİMATE KAYNAK MAKİNASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1265","REDÜKTÖR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1266","3 TON HUBZUG","AD","","1","1","","1","1","2720.00","0.00000"
"KIRT-1267","BÜYÜK VANA MUHAFAZASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1268","ORTA BOY  VANA MUHAFAZASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1269","KÜÇÜK BOY VANA MUHAFAZASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1270","MAKARON 5 MM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1271","MAKARON 8 MM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1272","ŞINGIL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1273","MEBRAN","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1274","KRONOMETRE DİJİTAL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1275","PANTHER PT-5205 KAFA LAMBASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1276","1838 KAFA LAMBASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1277","655 ŞARZLI KAFA LAMBASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1278","4X4X1000 KAMA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1279","SİLİKON TABANCASI METAL","AD","","1","1","","1","1","130.00","0.00000"
"KIRT-1280","14X12 PNOMATİK REKOR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1281","KOLLU VALF","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1282","1/4 SİNTER SUSTURUCU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1283","ŞARLANDIRICI YAĞI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1284","TORNA AYNASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1285","6X6X1000 KAMA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1286","TORNAVİDA UCUZ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1287","MOTORCU GÖZLÜĞÜ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1288","BORAKS","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1289","KÜREK SAPI TORNALI","AD","","1","1","","1","1","220.00","0.00000"
"KIRT-1290","MUM SİLİKON TABANCASI 80W","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-1291","DENİZ TUTKALI","AD","","1","1","","1","1","100.00","0.00000"
"KIRT-1292","MEGA 7 Lİ TORNAVİDA SETİ","AD","","1","1","","1","1","0.00","0.00000"
