"code","name","Ölçü Br1   ","Ölçü Br2   ","Pay-1   ","Payda-1   ","Ölçü Br3   ","Pay-2   ","Payda-2   ","price","Alış Fiyatı-1   "
"KIRT-0132","F.C SİYAH SİLGİ 20 Lİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0133","F.C SINAV SİLGİSİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0134","F.C HAMUR SİLGİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0135","BONCUK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0136","SU KABI FIRÇA TEMİZLEME","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0137","ADEL KIRMIZI KOPYA KALEMİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0138","SÜSLEME PULU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0139","KALEMTRAŞ ÇEŞİTLERİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0140","770 LT ÇÖP KONTEYNIRI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0141","REX ROTARY FOTOKOPİ MAKİNASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0142","19X25 KİLİTLİ POŞET","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0144","AKVARYUM YAPRAK TEST","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0145","ANAFEN YAPRAK TEST","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0146","AYTEST YAPRAK TEST","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0147","ELEMET YAPRAK TEST","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0148","GÖNÜL YAPRAK TEST","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0149","GÜVENDER YAPRAK TEST","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0150","KÖRFEZ YAPRAK TEST","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-01502"," 200*3000 PVC BORU","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-015030","M10 DİŞ TAMİR TAKIMI","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-015098","180 MM YANKESKİ KNİPEX","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-0151","SÖZÜNÖZÜ YAPRAK TEST","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0152","TOMURCUK YAPRAK TEST","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0153","YAKUT YAPRAK TEST","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0154","MIKNATISLI KİTAP AYRACI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0155","KPSS KİTAPLARI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0156","28 CMX28 CM SAÇ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-01560","24X250 AĞAÇ DELME MATKABI","AD","AD","1","1","","1","1","5.80","0.00000"
"KIRT-0157","308 2,5 MM ELEKTROT","AD","","1","1","","1","1","7.15","0.00000"
"KIRT-0158","609 ZZ C3 RULMAN","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0159","5 LT ZEYTİNYAĞI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0160","502 EVOBOND JAPON YAPIŞTIRICI","AD","","1","1","","1","1","31.20","0.00000"
"KIRT-0161","0,7 UÇ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0162","TONER DOLUMU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0163","MAUSE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0164","BRONS PUL SÜNGER","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0165","OKİ 3320  ŞERİT KARTUŞ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0166","HI-TEXT 830 PB MARKER","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0168","RUBENİS VERSATİL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0169","KAPLIK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0170","ECZA DOLABI MUHTEVİYATI","AD","","1","1","","1","1","100.00","0.00000"
"KIRT-0171","MUM SİLİKON","KG","","1","1","","1","1","185.00","0.00000"
"KIRT-0172","TUZ RUHU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0173","ÇEKMECE KİLİDİ 138-22 STARLOCK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0174","ALTİMA KULP KROM 128 MM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0175","STAR 165 DER. MENTEŞE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0176","ÖZEL TASARIM ATIK ÜNİTESİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0177","18,5 KW 1500/DD GAMAK MOTOR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0178","8 MM OKSİJEN HORTUMU","MT","MT","1","1","","1","1","21.60","0.00000"
"KIRT-0179","30*70 LEHİM TELİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0180","1 1/2 SU SAYACI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0181","1/2 SU SAYACI","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-0182","KNİPEX 160 YANKESKİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0183","GRES POMPASI","AD","","1","1","","1","1","235.00","0.00000"
"KIRT-0184","GRES POMPASI HORTUMU","AD","","1","1","","1","1","59.00","0.00000"
"KIRT-0185","KALIN ÇÖP TORBASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0186","420731 MENTEŞE TAKIM VİTRA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0188","PASPAS SETİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0189","ELİŞİ KAĞIDI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0190","YAZAR KASA RULOSU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0191","90*120 DUVAR MONTE PANOSU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0192","32  TUŞLU MELODİKA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0193","FLÜT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0194","İNGİLİZCE STAGE-2","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0195","ÖYKÜ SETİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0196","UMP-LEVEL SERİSİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0197","ŞEFFAF HAZIR KAPLIK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0198","OKUL MAKASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0199","ŞERİT DAKSİL","AD","","1","1","","1","1","15.00","0.00000"
"KIRT-0200","MİKRO 8 GR YAPIŞTIRICI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0201","KÖRÜKLÜ DOSYA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0202","MİCRO 20 GR YAPIŞTIRICI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0203","MİKRO KEÇELİ KALEM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0204","MİKRO 2 MM UÇ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0205","FUTBOL TOPU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0206","MATARA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0207","MİKRO ROLLER KALEM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0208","MİKRO TAHTA KALEMİ YEDEK UC","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0209","MİKRO UÇ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0210","MİKRO TÜKENMEZ KALEM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-02100","30*5 YANMAZ LEVHA (KG)","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-021010","50 CM  ÇELİK ÇETVEL","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-0211","MİKRO SİMLİ JEL KALEM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0212","ŞEKİLLİ PUL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0213","7+2 AYRAÇLI DEFTER","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0214","21*27 KİLİTLİ POŞET","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0216","1/2 KÖRTAPA","AD","","1","1","","1","1","4.83","0.00000"
"KIRT-0217","KÖRÜK SİFON","AD","","1","1","","1","1","25.00","0.00000"
"KIRT-0218","220 ERKEK FİŞ","AD","","1","1","","1","1","27.95","0.00000"
"KIRT-0219","380 KAUÇUK ERKEK+DİŞİ FİŞ","AD","","1","1","","1","1","54.60","0.00000"
"KIRT-0220","MAKİNA BAĞLANTISI 10-25","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-022030","STROPİYER KÖPÜK","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-0221","GEKA POWER  KAYNAK MAKİNASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0222","ÇEMBER 12X0,8 SİYAH","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0223","19*25 KİLİTLİ POŞET","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0224","SAF SU","AD","","1","1","","1","1","85.50","0.00000"
"KIRT-0225","A5 COPİER BONT FOTOKOPİ KAĞIDI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0226","TONER CHIP DEĞİŞİMİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0227","METAL ÇER. MANTAR TAHTA 90*120","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0228","KÖŞE ÇITASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0229","SUNTA LEVHA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0230","90*120 MANTAR PANO ÇERÇEVE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0231","MONAMİ MİNİQ MAGNUM UÇ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0232","MUM BOYA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0233","MONAMİ 402 PEN 288 ST.","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0234","MONAMI OYUN HAMURU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0235","JEL GLUE STICK 40 GR.","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0236","OKİ 3210 KARTUŞ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0237","40*20 KÖŞE ÇITASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0239","2500 KG TRANSPALET","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0240","RAL 5017 SPREY BOYA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0241","9*11 KİLİTLİ TORBA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0242","40*30 SAPLI MOP ZIMPARA","AD","","1","1","","1","1","0.97","0.00000"
"KIRT-0243","3 LÜ KAUÇUK FİŞ 220","AD","","1","1","","1","1","52.00","0.00000"
"KIRT-0244","YANMAZ KUMAŞ BANT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0245","M6X30 KARE VİDA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-02450","SKP 3 10*30  SUSTALI PLASTİL KOL CİVATALI","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-0246","BRONZ BOYA FIRÇASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0247","NOVACOLOR KEÇE 10 LU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0248","NOVACOLOR KEÇE YAPIŞKANLI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0249","35*50 TUVAL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0250","40 YP ÇİZGİLİ DEFTER","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0251","50*70 TUVAL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0252","MASİS 12 Lİ KURUBOYA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0253","A4 2 HALKA KLASÖR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0254","ALİMİNYUM PANO 1X2","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0255","FİYAT FARKI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0256","AKRİLİK BOYA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-02560","M8X20 İNCE KAFA İMBUS","AD","AD","1","1","","1","1","2.18","0.00000"
"KIRT-0257","25*35 TUVAL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0258","BİLMECE KİTABI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0259","LETS 8340 OYUN HAMURU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0260","LETS 8240 OYUN HAMURU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0261","MUHTELİF MALLAR 10","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0262","2,5 MM DÖKÜM ELEKTROT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0263","KLAVYE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0265","6 LI SAATÇİ TORNAVİDA TK.","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0266","125 GR TANGİT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0267","50 GR TANGİT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0268","SKOÇ RULO VERYFİBE-A P360","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0269","ARABALI KRİKO 2 TON","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0270","5 MT 3 LÜ TOPRAKLI FİŞ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0271","SAMSUNG SCX-4216D3 TONER","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0272","AH179-10 LU İKİ U. KEÇELİ KALEM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0273","MASİS FİNELİNER 6 LI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0274","PENSAN NEON JEL KALEM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0275","PAKET LASTİĞİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0276","1/2 ÇALPARA ÇEKVALF","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0277","70*50 REDİKSİYON","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0278","KLOZET ADAPTÖRÜ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0279","25 MM TEL KELEPÇE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0281","3,25 MM RUTİL ELEKTROT","AD","","1","1","","1","1","2.30","0.00000"
"KIRT-0282","TORNA İŞÇİLİĞİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0284","TEMİZLİK ARAÇ GÖBEK İMALAT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0285","POMPA TAMİRİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0286","200 LÜK KASNAK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0287","MARKALAMA BOYASI","AD","","1","1","","1","1","62.00","0.00000"
"KIRT-0288","KESER SAPI","AD","","1","1","","1","1","54.00","0.00000"
"KIRT-0289","BALYOZ SAPI","AD","","1","1","","1","1","40.00","0.00000"
"KIRT-0290","TAHSİLAT MAKBUZU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0291","176520 FC.GLUE STICK 20 GR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0292","176510 FC.GLUE STICK 10 GR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0293","RESİMLİ İNG.SÖZLÜK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0294","ARTLİNE 400 XF MARKÖR SİYAH","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0295","YER PASPASI ALM.","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0296","TELEFON","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0297","HESAP MAKİNASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0298","XEROX PE 320 TONER","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0299","17 CM BORDÜR TAŞ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0300","PCXİ BAKIR Y20","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0302","3/8 KELEBEK SOMUN","AD","","1","1","","1","1","1.91","0.00000"
"KIRT-0303","KOLORMATİK MASKE","AD","","1","1","","1","1","650.00","0.00000"
"KIRT-0304","EDDİNG 142 M KALEM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0305","11*14 KİLİTLİ POŞET","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0307","ATAŞ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0308","BESTKA EL KANTARI DİJİTAL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0309","NOKİ BALL TÜKENMEZ KALEM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0310","KUM BOYA SETİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0311","ZARF","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0312","DYO PRATİK ÖRTÜ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0313","BEYBİ BULAŞIK ELDİVENİ","AD","","1","1","","1","1","15.00","0.00000"
"KIRT-0314","MYNOTE NEON DEFTER","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0315","FOTOKOPİ ÇEKİMİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0316","777 MASKE CAMI","AD","","1","1","","1","1","7.50","0.00000"
"KIRT-03161","777 MASKE CAMI DAR","AD","","1","1","","1","1","5.65","0.00000"
"KIRT-0317","SU BEDELİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0318","BORDÜR TAŞI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0319","SERAMİK MALZEMELERİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0320","MAUSE PET","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0321","M10X80 KASA CİVATASI","AD","","1","1","","1","1","17.05","0.00000"
"KIRT-0322","PİRİNÇ HORTUM REKORU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0323","10 MM ÇİFT TARAFLI BANT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0324","13*16 KİLİTLİ POŞET","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0325","KUMPAS PİLİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0326","GÜRÜLTÜ ÖNLEYİCİ KULAKLIK","AD","","1","1","","1","1","101.40","0.00000"
"KIRT-0327","40 YP KARELİ HARİTA METOD","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0328","17*24 RESİM DEFTERİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0329","KÜÇÜK RESİM DEFTERİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0330","SPİRAL CİLT KAPAĞI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0331","TERMOSİFON","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0332","POLİ KARBON LEVHA 210*600","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0333","175/70*13 BT 250","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0334","YERSİL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0335","50 LİK PASLANMAZ BORU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0336","PROJE DOSYASI 38*53","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0337","8423 MİKRO İMZA KALEMİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0338","HARÇ KOVASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0341","YAPARLAR KÜREK 4160","AD","","1","1","","1","1","176.80","0.00000"
"KIRT-0343","KAZMA SAPI","AD","","1","1","","1","1","127.30","0.00000"
"KIRT-0344","5X30 DEMİR PERÇİN","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0345","8X20 BB DEMİR PERÇİN","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0346","MDF YAPIŞTIRICI 2 Lİ 400 ML","AD","","1","1","","1","1","70.00","0.00000"
"KIRT-0347","KAYNAK MASKESİ FİBER","AD","","1","1","","1","1","60.00","0.00000"
"KIRT-0348","400 A KAYNAK PENSESİ","AD","","1","1","","1","1","290.00","0.00000"
"KIRT-0350","MEKANİK ZIMBA TABANCASI","AD","","1","1","","1","1","600.00","0.00000"
"KIRT-0351","DYO SÖKÜCÜ SOLVER","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0352","210*30 FAX KAĞIDI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0353","1-16 MANDREN B16","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0354","4,2X19 RYSB M.UÇLU VİDA","AD","","1","1","","1","1","0.60","0.00000"
"KIRT-0355","KİMYASAL KARTUŞ EPOKSİ 345 ML","AD","","1","1","","1","1","90.00","0.00000"
"KIRT-0356","200 LÜK AVADANLIK","AD","","1","1","","1","1","25.50","0.00000"
"KIRT-0357","2000 KG KANCA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0358","5000 KG KANCA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0359","BOŞ ÇUVAL","AD","","1","1","","1","1","7.50","0.00000"
"KIRT-0360","4X100 HSS KESME ZIMBASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0361","MAX EXTRA MANYETİK MATKAP 32 MM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0362","407-BRONS TUTKAL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0363","2,5 MM RUTİL ELEKTROT","AD","","1","1","","1","1","1.55","0.00000"
"KIRT-0364","3,25 DÖKÜM ELEKTROT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0366","50*70 YAZI TAHTASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0367","404 JAPON YAPIŞTIRICI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0368","KARTON KLASÖR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0369","150 MM MEKANİK KUMPAS","AD","","1","1","","1","1","150.00","0.00000"
"KIRT-0370","YAĞLI RADYATÖR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0371","GRİ PVC YER DÖŞEMESİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0372","AHŞAP ASKILIK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0373","PARLAK KÖŞE ÇITASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0374","12 RENK SULU BOYA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0375","20 GR F.C SIVI YAPIŞTIRICI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0376","7 GR F.C. SIVI YAPIŞTIRICI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0377","19 GR F.C SIVI YAPIÇTIRICI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0378","50*70 BRİSTOL KARTON","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0379","HP 920 XL SİYAH KARTUŞ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0380","HP 920 XL RENKLİ KARTUŞ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0381","İŞ GÜVENLİK LEVHASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0382","120*120 MM KARE FAN","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0383","PLASTİK ADAPTÖRÜ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0384","SULU BOYA FIRÇA","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0385","35 LİK MARANGOZ GÖNYE","AD","","1","1","","1","1","75.98","0.00000"
"KIRT-0386","TİŞORT+PANTOLON","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0387","LAKOS T-SHIRT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0388","F.C KEÇELİ KALEM","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0389","ALKOR ALDECO 2M YAP.","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0390","A4 RENKLİ FOTOKOPİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0391","OKSİJEN TELİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0392","YAĞLI TEBEŞİR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0393","0,5 UÇ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0394","RETTA ZIMBA TABANCASI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0396","30 CM MARANGOZ GÖNYE","AD","","1","1","","1","1","68.12","0.00000"
"KIRT-0398","1/4 PİRİNÇ MAŞON","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0399","ŞARZLI LED FENER","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0400","TEKSİR KAĞIDI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0401","BEYAZ JELATİN","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0402","KARTON STANDI","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-04020","1'' KUYRUKLU DİRSEK","AD","AD","1","1","","1","1","0.00","0.00000"
"KIRT-0403","SERFLOR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0404","4X70 N2XH 0,6-1KV MK02","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0405","RG6-U4TV KABLO","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0406","70 MM2 SKP M10 PABUC","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0407","400X300X210 BEYAZ PANO","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0408","KRONE REGLET KESMELİ","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0409","KRONE REGLET ÇATISI 10 ÇİFT","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0410","MK0052XZ1-U 3X2,5 NHXMH(1*2000)","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0411","60,25 SANAYİ BORUSU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0412","PATENT DİRSEK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0413","175 LİK TAŞ MOTORU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0414","50 MM 1 1/4 KABLİN ADAPTÖR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0415","1 1/4-3/4 REDİKSİYON","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0416","3/4 HORTUM REKORU","AD","","1","1","","1","1","25.95","0.00000"
"KIRT-0417","25X3/4 AKPLİN ADAPTÖR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0418","20 MM KULAKLI DİRSEK","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0419","20 MM TE","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0420","1/2 İÇ DİŞ REKOR","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0421","1/2*3/4 REDİKSİYON","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0422","50/1000 PVC BORU","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0423","50X50 ÇATAL","AD","","1","1","","1","1","0.00","0.00000"
"KIRT-0424","OSMANLI MUSLUK","AD","","1","1","","1","1","0.00","0.00000"
